rank,player,age,team,position,games,games_started,mins_played,field_goal,field_goal_atmpts,field_goal_pct,three_pt,three_pt_atmpts,three_pt_pct,two_pt,two_pt_atmpts,two_pt_pct,effective_field_goal_pct,free_throw,free_throw_atmpts,free_throw_pct,rebounds_offensive,rebounds_defensive,rebounds_total,assists,steals,blocks,turnovers,fouls,pts
1,Izaiah Brockington,24,NOP,PG,1,0,3,24,60,0.4,0,12,0,24,48,0.5,0.4,0,0,NA,12,12,24,0,0,0,0,0,48
2,Joel Embiid,29,PHI,C,39,39,1309,12.4,23.4,0.529,1.5,3.8,0.388,10.9,19.6,0.556,0.561,11,12.4,0.883,2.6,9.2,11.8,6,1.3,1.8,4.1,3.1,37.2
3,Luka Dončić,24,DAL,PG,70,70,2624,11,22.7,0.487,3.9,10.2,0.382,7.1,12.5,0.573,0.573,6.6,8.3,0.786,0.8,8.1,8.9,9.4,1.4,0.5,3.9,2,32.5
4,Shai Gilgeous-Alexander,25,OKC,PG,75,75,2553,11.2,21,0.535,1.3,3.8,0.353,9.9,17.2,0.576,0.567,8,9.2,0.874,0.9,4.9,5.9,6.6,2.1,0.9,2.3,2.6,31.8
5,Giannis Antetokounmpo,29,MIL,PF,73,73,2567,11.7,19.2,0.611,0.5,1.7,0.274,11.3,17.5,0.645,0.624,7.2,11,0.657,2.7,9,11.8,6.7,1.2,1.1,3.5,2.9,31.2
6,Jalen Brunson,27,NYK,PG,77,77,2726,10.4,21.8,0.479,2.8,6.9,0.401,7.6,14.8,0.516,0.543,5.6,6.6,0.847,0.6,3.1,3.7,6.9,0.9,0.2,2.5,1.9,29.2
7,Luka Garza,25,MIN,C,25,0,122,10.6,22.1,0.48,2.7,9.4,0.281,8,12.7,0.628,0.54,5.3,7.4,0.72,5.6,3.5,9.1,1.2,1.2,0.3,1.8,7.1,29.2
8,Stephen Curry,35,GSW,PG,74,74,2421,9.7,21.5,0.45,5.3,13,0.408,4.4,8.5,0.515,0.573,4.4,4.8,0.923,0.6,4.4,4.9,5.6,0.8,0.4,3.1,1.7,29.1
9,Nikola Jokić,28,DEN,C,79,79,2737,10.8,18.6,0.583,1.1,3,0.359,9.7,15.5,0.626,0.612,4.7,5.8,0.817,2.9,9.9,12.8,9.3,1.4,0.9,3.1,2.6,27.4
10,Devin Booker,27,PHO,PG,68,68,2447,9.4,19.2,0.492,2.2,6.1,0.364,7.2,13,0.552,0.55,6,6.7,0.886,0.8,3.7,4.5,6.9,0.9,0.4,2.6,3,27.1
11,Donovan Mitchell,27,CLE,SG,55,55,1942,9.3,20.2,0.462,3.4,9.2,0.368,6,11,0.539,0.545,5.1,5.9,0.865,0.9,4.3,5.2,6.2,1.9,0.6,2.9,2.2,27.1
12,Jayson Tatum,25,BOS,PF,74,74,2645,9.1,19.4,0.471,3.1,8.3,0.376,6,11.1,0.542,0.552,5.6,6.8,0.833,0.9,7.3,8.2,5,1,0.6,2.6,2,27
13,Lindell Wigginton,25,MIL,PG,3,0,8,9,22.5,0.4,0,9,0,9,13.5,0.667,0.4,9,9,1,0,0,0,0,0,0,4.5,4.5,27
14,LaMelo Ball,22,CHO,PG,22,22,711,9.3,21.4,0.433,3.5,10,0.355,5.7,11.4,0.5,0.515,4.6,5.3,0.865,1.5,4.3,5.7,8.9,2,0.2,4.2,4,26.6
15,Anthony Edwards,22,MIN,SG,79,78,2770,9.3,20.2,0.461,2.5,6.9,0.357,6.9,13.3,0.515,0.522,5.5,6.6,0.836,0.7,4.9,5.6,5.3,1.3,0.5,3.1,1.8,26.6
16,De'Aaron Fox,26,SAC,PG,74,74,2659,9.7,21,0.465,2.9,7.9,0.369,6.9,13.1,0.522,0.534,4.2,5.7,0.738,0.9,3.7,4.6,5.7,2,0.4,2.6,2.6,26.6
17,Dexter Dennis,24,DAL,SG,4,0,30,12,22.8,0.526,1.2,9.6,0.125,10.8,13.2,0.818,0.553,1.2,3.6,0.333,1.2,9.6,10.8,4.8,0,1.2,3.6,1.2,26.4
18,Kyrie Irving,31,DAL,SG,58,58,2030,10,20.1,0.497,3.1,7.5,0.411,6.9,12.6,0.548,0.573,3.4,3.7,0.905,0.8,4.4,5.1,5.3,1.3,0.5,1.9,2,26.4
19,Kevin Durant,35,PHO,PF,75,75,2791,9.7,18.5,0.523,2.2,5.2,0.413,7.5,13.3,0.567,0.581,4.7,5.5,0.856,0.5,5.9,6.4,4.9,0.9,1.2,3.1,1.7,26.2
20,LeBron James,39,LAL,PF,71,71,2504,9.8,18.2,0.54,2.1,5.2,0.41,7.7,13,0.592,0.599,4.4,5.8,0.75,0.9,6.6,7.4,8.5,1.3,0.5,3.5,1.1,26.2
21,Zion Williamson,23,NOP,PF,70,70,2207,10.2,17.8,0.57,0.1,0.3,0.333,10.1,17.6,0.574,0.573,5.7,8.1,0.702,2,4.6,6.6,5.7,1.3,0.8,3.1,2.6,26.1
22,Victor Wembanyama,20,SAS,C,71,71,2106,9.4,20.3,0.465,2.2,6.7,0.325,7.2,13.5,0.534,0.519,5,6.3,0.796,2.8,10.2,12.9,4.7,1.5,4.3,4.4,2.6,26
23,Cam Thomas,22,BRK,SG,66,51,2075,9.1,20.6,0.442,2.5,6.9,0.364,6.6,13.8,0.481,0.503,5,5.8,0.856,0.5,3.2,3.7,3.3,0.8,0.3,2.2,2.4,25.7
24,Trae Young,25,ATL,PG,54,54,1942,8,18.7,0.43,3.2,8.7,0.373,4.8,10,0.479,0.516,6.5,7.5,0.855,0.4,2.3,2.8,10.8,1.3,0.2,4.4,2,25.7
25,Ja Morant,24,MEM,PG,9,9,318,9.1,19.2,0.471,1.6,5.8,0.275,7.5,13.5,0.555,0.512,5.9,7.2,0.813,0.7,5,5.7,8.3,0.8,0.6,3.1,2.2,25.6
26,Lauri Markkanen,26,UTA,PF,55,55,1820,8.4,17.6,0.48,3.5,8.7,0.399,5,8.9,0.559,0.578,4.9,5.5,0.899,2.4,6.5,8.9,2.2,1,0.5,1.5,2,25.3
27,Collin Sexton,25,UTA,SG,78,51,2075,8.8,18,0.487,2.2,5.6,0.394,6.6,12.4,0.53,0.549,5.5,6.4,0.859,1.2,2.3,3.6,6.6,1.1,0.3,2.9,2.7,25.3
28,Jaren Jackson Jr.,24,MEM,C,66,66,2124,8.7,19.7,0.444,2,6.2,0.32,6.8,13.5,0.501,0.494,5.7,7.1,0.808,1.4,4.7,6.2,2.6,1.4,1.8,2.7,4,25.2
29,Anthony Davis,30,LAL,C,76,76,2700,9.5,17.1,0.556,0.4,1.4,0.271,9.1,15.7,0.582,0.567,5.6,6.9,0.816,3.2,9.6,12.8,3.5,1.2,2.4,2.1,2.4,25
30,Desmond Bane,25,MEM,SG,42,42,1443,9,19.4,0.464,3.4,9,0.381,5.6,10.4,0.536,0.552,3.5,4,0.87,0.9,3.7,4.6,5.7,1.1,0.5,2.8,3,24.9
31,Kawhi Leonard,32,LAC,SF,68,68,2330,9.4,18,0.525,2.2,5.2,0.417,7.3,12.8,0.569,0.585,3.9,4.4,0.885,1.3,5.1,6.4,3.8,1.7,0.9,1.8,1.5,24.9
32,Tyrese Maxey,23,PHI,PG,70,70,2626,8.7,19.5,0.45,2.9,7.8,0.373,5.8,11.7,0.501,0.524,4.5,5.2,0.868,0.5,3,3.5,5.9,0.9,0.5,1.6,2.1,24.9
33,Damian Lillard,33,MIL,PG,73,73,2579,7.6,17.8,0.424,3.1,8.7,0.354,4.5,9.1,0.49,0.51,6.6,7.2,0.92,0.5,4,4.5,7.1,1,0.3,2.7,1.9,24.8
34,Jaylen Brown,27,BOS,SF,70,70,2343,9.6,19.3,0.499,2.2,6.3,0.354,7.4,13,0.57,0.557,3.2,4.6,0.703,1.3,4.7,5.9,3.8,1.3,0.6,2.6,2.8,24.7
35,Kyle Kuzma,28,WAS,PF,70,70,2281,9.6,20.7,0.463,2.4,7.1,0.336,7.2,13.6,0.53,0.521,2.9,3.8,0.775,1,6.3,7.3,4.7,0.6,0.8,3,2.4,24.5
36,Cade Cunningham,22,DET,PG,62,62,2074,9.1,20.3,0.449,2.1,5.8,0.355,7,14.4,0.487,0.5,4.1,4.8,0.869,0.6,4.1,4.7,8.1,1,0.4,3.7,2.7,24.4
37,Kristaps Porziņģis,28,BOS,C,57,57,1690,8.3,16,0.516,2.3,6.2,0.375,5.9,9.8,0.606,0.589,5.5,6.4,0.858,2.1,6.6,8.7,2.4,0.9,2.4,1.9,3.3,24.4
38,Julius Randle,29,NYK,PF,46,46,1630,8.7,18.5,0.472,1.7,5.4,0.311,7,13.1,0.539,0.518,5.2,6.7,0.781,2.2,7.2,9.3,5.1,0.6,0.3,3.5,2.8,24.3
39,Jamal Murray,26,DEN,PG,59,59,1861,9.2,19.1,0.481,2.8,6.6,0.425,6.4,12.5,0.51,0.554,3,3.6,0.853,0.8,3.9,4.7,7.4,1.1,0.8,2.4,2,24.2
40,Paul George,33,LAC,PF,74,74,2502,8.4,17.8,0.471,3.5,8.5,0.413,4.9,9.3,0.523,0.569,3.8,4.2,0.907,0.5,5.1,5.6,3.8,1.6,0.5,2.2,2.9,24
41,Kevon Harris,26,ORL,SG,2,0,6,12,18,0.667,0,0,NA,12,18,0.667,0.667,0,0,NA,0,12,12,6,0,0,6,18,24
42,Karl-Anthony Towns,28,MIN,PF,62,62,2026,8.5,16.9,0.504,2.4,5.8,0.416,6.1,11.1,0.55,0.575,4.5,5.2,0.873,1.7,7.5,9.2,3.4,0.8,0.7,3.1,3.6,24
43,D.J. Wilson,27,PHI,PF,2,0,15,9.6,14.4,0.667,4.8,4.8,1,4.8,9.6,0.5,0.833,0,0,NA,2.4,2.4,4.8,4.8,0,4.8,0,2.4,24
44,Cam Whitmore,19,HOU,SF,47,2,880,8.7,19.1,0.454,3.2,9,0.359,5.4,10.1,0.538,0.539,3.1,4.6,0.679,1.8,5.6,7.4,1.4,1.2,0.7,1.9,2.6,23.7
45,Anfernee Simons,24,POR,SG,46,46,1582,8.2,19,0.43,3.5,9.2,0.385,4.6,9.8,0.472,0.523,3.7,4.1,0.916,0.5,3.3,3.8,5.8,0.5,0.1,2.9,2.2,23.6
46,Pascal Siakam,29,2TM,PF,80,80,2657,9.2,17.2,0.536,1.2,3.3,0.346,8.1,13.9,0.581,0.569,3.9,5.4,0.732,1.9,5.8,7.7,4.6,0.9,0.3,1.9,2.6,23.5
47,Alperen Sengun,21,HOU,C,63,63,2046,9.3,17.3,0.537,0.6,2,0.297,8.7,15.3,0.567,0.553,4.3,6.2,0.693,3.2,7.1,10.4,5.5,1.3,0.8,2.9,3.7,23.4
48,Paolo Banchero,21,ORL,PF,80,80,2799,8.2,18.1,0.455,1.5,4.5,0.339,6.7,13.6,0.493,0.497,5.2,7.2,0.725,1.1,6.1,7.1,5.5,0.9,0.6,3.2,2,23.2
49,RJ Barrett,23,2TM,SG,58,58,1838,8.5,17.2,0.495,1.8,4.9,0.36,6.8,12.3,0.549,0.547,4.1,5.7,0.715,1,5.1,6.2,3.8,0.6,0.4,2.5,2.5,22.9
50,DeMar DeRozan,34,CHI,SF,79,79,2989,7.8,16.3,0.48,0.9,2.7,0.333,6.9,13.6,0.509,0.507,6.3,7.4,0.853,0.5,3.6,4.1,5.1,1.1,0.5,1.6,1.9,22.8
51,Brandon Ingram,26,NOP,SF,64,64,2103,8.6,17.4,0.492,1.5,4.1,0.355,7.1,13.3,0.534,0.534,4.2,5.3,0.801,0.7,4.8,5.5,6.2,0.9,0.7,2.8,2.5,22.8
52,Boban Marjanović,35,HOU,C,14,0,71,9.1,17.2,0.529,0,1,0,9.1,16.2,0.563,0.529,4.6,7.1,0.643,3.5,12.7,16.2,3,0.5,1,2.5,2.5,22.8
53,Myles Turner,27,IND,C,77,77,2076,8.3,15.8,0.524,2,5.6,0.358,6.2,10.1,0.615,0.587,4.2,5.5,0.773,2,7.3,9.2,1.7,0.7,2.5,1.9,4,22.8
54,Dejounte Murray,27,ATL,SG,78,78,2783,8.7,18.9,0.459,2.6,7.2,0.363,6.1,11.8,0.518,0.528,2.7,3.4,0.794,0.8,4.6,5.4,6.5,1.4,0.3,2.6,1.8,22.7
55,Tyrese Haliburton,23,IND,PG,69,68,2224,8.1,17,0.477,3.2,8.7,0.364,4.9,8.3,0.595,0.57,3.1,3.7,0.855,0.6,3.8,4.4,12.2,1.3,0.8,2.6,1.2,22.5
56,Tyler Herro,24,MIA,SG,42,40,1407,8.3,18.8,0.441,3.4,8.5,0.396,4.9,10.3,0.478,0.531,2.4,2.8,0.856,0.5,5.2,5.7,4.8,0.8,0.1,2.4,1.6,22.4
57,Jerami Grant,29,POR,PF,54,54,1830,7.5,16.7,0.451,2.2,5.4,0.402,5.4,11.3,0.474,0.516,5,6.1,0.817,0.7,3,3.8,3,0.9,0.7,2.3,2.3,22.3
58,Jalen Green,21,HOU,SG,82,82,2601,7.8,18.4,0.423,2.8,8.4,0.332,5,10.1,0.498,0.498,3.9,4.9,0.804,0.6,5.3,5.9,4,0.9,0.4,2.6,1.6,22.3
59,Terquavion Smith,21,PHI,PG,16,0,84,7.7,19.7,0.391,5.6,15,0.371,2.1,4.7,0.455,0.533,1.3,2.1,0.6,0,1.7,1.7,5.1,3.4,0,3,3.4,22.3
60,Oscar Tshiebwe,24,IND,PF,8,0,42,8.6,17.1,0.5,0,0,NA,8.6,17.1,0.5,0.5,5.1,6.9,0.75,6.9,6.9,13.7,1.7,1.7,0.9,0,2.6,22.3
61,James Bouknight,23,CHO,SG,14,0,81,8,18.2,0.439,5.8,13.3,0.433,2.2,4.9,0.455,0.598,0.4,0.9,0.5,0.4,3.6,4,2.7,0.4,0.4,0.9,1.3,22.2
62,Moritz Wagner,26,ORL,C,80,1,1415,8.4,14,0.601,1,2.9,0.33,7.5,11.1,0.673,0.636,4.2,5.2,0.814,3,5.9,8.8,2.4,1,0.5,2.5,4.1,22.1
63,Jimmy Butler,34,MIA,PF,60,60,2042,7,14,0.499,1.1,2.6,0.414,5.9,11.4,0.519,0.537,6.9,8.1,0.858,1.9,3.8,5.6,5.3,1.4,0.3,1.8,1.2,22
64,CJ McCollum,32,NOP,PG,66,66,2159,8.1,17.6,0.459,4,9.3,0.429,4.1,8.3,0.492,0.572,1.9,2.3,0.827,0.7,4.1,4.8,5.1,1,0.7,1.8,2.1,22
65,Jonathan Kuminga,21,GSW,PF,74,46,1949,8.4,15.9,0.529,1,3,0.321,7.4,12.9,0.578,0.56,4.1,5.5,0.746,1.7,4.9,6.6,3,1,0.7,2.3,3.1,21.9
66,Franz Wagner,22,ORL,SF,72,72,2337,8.1,16.9,0.482,1.4,5.1,0.281,6.7,11.7,0.57,0.525,4.2,4.9,0.85,1.1,4.8,5.9,4.1,1.2,0.4,2.1,2.6,21.9
67,Jalen Williams,22,OKC,PF,71,71,2223,8.7,16.1,0.54,1.7,3.9,0.427,7,12.2,0.576,0.592,2.9,3.6,0.814,0.6,4,4.6,5.2,1.3,0.7,2,2.8,21.9
68,Klay Thompson,33,GSW,SF,77,63,2284,7.7,17.9,0.432,4.2,10.9,0.387,3.5,7,0.503,0.551,2,2.2,0.927,0.6,3.5,4,2.8,0.8,0.6,1.8,2,21.7
69,Ricky Council IV,22,PHI,SG,32,0,289,6.7,14,0.482,1.5,4,0.375,5.2,10,0.525,0.536,6.6,8.8,0.746,1.7,4,5.7,2,1,0.1,0.6,2.1,21.6
70,Terry Rozier,29,2TM,SG,61,60,2040,7.8,17.6,0.443,2.6,7.2,0.363,5.2,10.4,0.498,0.518,3,3.5,0.869,0.6,3.7,4.4,6,1.1,0.4,1.9,1.8,21.3
71,Malik Monk,25,SAC,SG,72,0,1872,7.6,17.2,0.443,2.8,8.1,0.35,4.8,9,0.528,0.526,3.3,3.9,0.829,0.5,3.5,4.1,7.1,0.9,0.7,2.9,3,21.3
72,RaiQuan Gray,24,SAS,PF,3,0,39,9.2,15.7,0.588,2.8,6.5,0.429,6.5,9.2,0.7,0.676,0,0,NA,1.8,4.6,6.5,5.5,0.9,0.9,0.9,0,21.2
73,Devin Vassell,23,SAS,SG,68,62,2248,8,16.9,0.472,2.7,7.1,0.372,5.3,9.8,0.544,0.55,2.6,3.2,0.801,0.4,3.7,4.2,4.4,1.2,0.4,1.7,1.2,21.2
74,Bojan Bogdanović,34,2TM,PF,57,27,1478,7.5,16.6,0.454,3.2,8.1,0.398,4.3,8.5,0.507,0.551,2.8,3.6,0.785,0.5,3.2,3.7,2.4,0.7,0.1,2.5,2.3,21.1
75,Immanuel Quickley,24,2TM,SG,68,38,1985,7,16.2,0.434,3.1,7.9,0.395,3.9,8.4,0.471,0.53,3.8,4.4,0.853,0.3,4.4,4.7,6,0.9,0.2,1.8,2.2,21
76,Jordan Poole,24,WAS,SG,78,66,2346,7.5,18.2,0.413,2.8,8.7,0.326,4.7,9.5,0.492,0.491,2.9,3.4,0.877,0.5,2.8,3.3,5.3,1.3,0.4,2.9,3.7,20.8
77,Jalen Smith,23,IND,C,61,14,1047,8,13.6,0.592,2.1,5,0.424,5.9,8.6,0.689,0.67,2.5,3.6,0.692,3.9,7.7,11.6,2.2,0.6,1.3,1.5,4.3,20.7
78,Alec Burks,32,2TM,SG,66,1,1212,6.2,16.9,0.369,3.7,9.8,0.376,2.6,7.1,0.36,0.478,4.3,5,0.868,0.7,3.7,4.5,2.6,0.8,0.4,1.4,2.2,20.5
79,Scottie Barnes,22,TOR,SG,60,60,2094,7.7,16.2,0.475,1.7,5.1,0.341,5.9,11.1,0.536,0.528,3.4,4.3,0.781,2.4,6.1,8.5,6.2,1.3,1.5,2.8,2,20.5
80,Bam Adebayo,26,MIA,C,71,71,2416,7.9,15.2,0.521,0.2,0.6,0.357,7.7,14.5,0.528,0.529,4.4,5.8,0.755,2.4,8.6,11,4.1,1.2,1,2.4,2.4,20.4
81,GG Jackson II,19,MEM,PF,48,18,1233,7,16.4,0.428,3,8.4,0.357,4.1,8.1,0.502,0.519,3.4,4.5,0.752,1.5,4.2,5.7,1.7,0.8,0.7,1.9,1.9,20.4
82,Ryan Rollins,21,2TM,PG,13,0,78,6.5,12.5,0.519,1.4,1.8,0.75,5.1,10.6,0.478,0.574,6,7.8,0.765,0.9,5.1,6,6.5,4.6,1.4,3.7,3.7,20.3
83,Mikal Bridges,27,BRK,SF,82,82,2854,7.1,16.3,0.436,2.8,7.5,0.372,4.3,8.9,0.49,0.521,3.3,4,0.814,0.9,3.8,4.7,3.8,1,0.4,2.1,1.5,20.3
84,T.J. McConnell,31,IND,PG,71,4,1291,9.2,16.5,0.556,0.5,1.2,0.409,8.7,15.3,0.568,0.572,1.4,1.7,0.79,1,4.3,5.3,10.9,2,0.2,3,2.2,20.3
85,Bobby Portis,28,MIL,PF,82,4,2008,8.4,16.5,0.508,1.8,4.4,0.407,6.6,12,0.545,0.562,1.8,2.2,0.79,2.5,8.3,10.9,1.9,1.2,0.6,1.6,3.4,20.3
86,Harry Giles,25,2TM,C,23,0,100,8.3,18,0.46,1.1,5,0.214,7.2,13,0.556,0.49,2.5,4.7,0.538,4.3,6.5,10.8,2.2,0.7,1.1,2.2,5.4,20.2
87,Miles Bridges,25,CHO,SF,69,67,2581,7.8,16.9,0.462,2.2,6.3,0.349,5.6,10.6,0.529,0.527,2.4,2.9,0.825,1,6.1,7,3.2,0.9,0.5,1.9,1.6,20.2
88,Jordan Clarkson,31,UTA,SG,55,19,1682,7.2,17.5,0.413,1.9,6.6,0.294,5.3,10.9,0.485,0.469,3.8,4.3,0.881,1,3,4,5.9,0.7,0.1,3.1,1.7,20.2
89,Chet Holmgren,21,OKC,C,82,82,2413,7.5,14.2,0.53,1.9,5.2,0.37,5.6,9,0.623,0.598,3.3,4.1,0.793,1.9,7.7,9.7,3,0.8,2.8,2,2.9,20.2
90,Zach LaVine,28,CHI,SG,25,23,872,7,15.5,0.452,2.4,7,0.349,4.6,8.5,0.536,0.531,3.6,4.3,0.854,0.3,5,5.3,4,0.9,0.3,2.1,2.4,20.1
91,Leonard Miller,20,MIN,SF,17,0,52,9,13.8,0.65,1.4,3.5,0.4,7.6,10.4,0.733,0.7,0.7,1.4,0.5,3.5,10.4,13.8,5.5,1.4,0.7,0.7,3.5,20.1
92,Lonnie Walker IV,25,BRK,SG,58,0,1011,7.4,17.5,0.423,3.7,9.6,0.384,3.7,7.9,0.471,0.528,1.6,2.1,0.763,0.5,4.1,4.5,2.6,1.1,0.7,1.8,2.5,20.1
93,Bogdan Bogdanović,31,ATL,SG,79,33,2401,7.1,16.5,0.428,3.6,9.6,0.374,3.5,6.9,0.503,0.537,2.3,2.5,0.921,0.8,3.3,4.1,3.7,1.4,0.4,1.7,2.7,20
94,Bennedict Mathurin,21,IND,SF,59,19,1538,6.9,15.5,0.446,1.9,5,0.374,5.1,10.5,0.481,0.507,4.3,5.2,0.821,1.4,4.1,5.5,2.8,0.8,0.3,2.3,2.7,20
95,Khris Middleton,32,MIL,SF,55,55,1487,7.7,15.6,0.493,2.3,6,0.381,5.4,9.6,0.563,0.566,2.4,2.9,0.833,1,5.3,6.2,7.1,1.2,0.4,3.1,3.4,20
96,Naz Reid,24,MIN,C,81,14,1964,7.4,15.6,0.477,3.1,7.5,0.414,4.3,8.1,0.535,0.576,2,2.7,0.736,1.3,6.4,7.8,1.9,1.2,1.3,2,3.2,20
97,Tristan Vukcevic,20,WAS,C,10,4,153,6.8,15.8,0.433,2.4,8.5,0.278,4.5,7.3,0.613,0.507,4,5.2,0.773,1.4,7.1,8.5,3.1,1.2,1.6,2.4,6.6,20
98,Marvin Bagley III,24,2TM,C,50,25,1053,8.2,13.9,0.586,0.3,0.8,0.391,7.9,13.2,0.597,0.597,3.3,4.3,0.762,4.4,6.2,10.7,1.9,0.7,1.1,2,2.8,19.9
99,Josh Minott,21,MIN,SF,32,0,91,6.7,14.2,0.472,1.6,4,0.4,5.1,10.3,0.5,0.528,4.7,5.5,0.857,1.6,5.1,6.7,3.2,2,2,0.8,4,19.8
100,D'Angelo Russell,27,LAL,PG,76,69,2484,7.1,15.7,0.456,3.3,7.9,0.415,3.9,7.8,0.497,0.56,2.3,2.8,0.828,0.4,3,3.4,7,1,0.5,2.3,2.3,19.8
101,Malcolm Brogdon,31,POR,PG,39,25,1121,7,15.9,0.44,2.6,6.4,0.412,4.4,9.5,0.458,0.522,3.1,3.7,0.819,0.9,3.9,4.8,6.9,0.9,0.3,1.9,1.9,19.7
102,Bradley Beal,30,PHO,SG,53,53,1767,7.7,15,0.513,2.1,4.8,0.43,5.6,10.2,0.552,0.582,2.2,2.7,0.813,1.1,3.6,4.7,5.4,1.1,0.6,2.7,2.6,19.6
103,Jordan Ford,25,SAC,PG,6,0,22,6.5,11.5,0.571,3.3,4.9,0.667,3.3,6.5,0.5,0.714,3.3,3.3,1,0,3.3,3.3,3.3,0,0,1.6,0,19.6
104,JaVale McGee,36,SAC,C,46,0,339,8.4,14,0.598,0.1,0.7,0.143,8.3,13.3,0.624,0.602,2.8,4.8,0.578,4.5,8.9,13.4,1.8,1.5,2.1,3.6,4.9,19.6
105,Domantas Sabonis,27,SAC,C,82,82,2928,7.8,13.1,0.594,0.4,1.1,0.379,7.4,12.1,0.613,0.609,3.6,5.1,0.704,3.6,10.2,13.8,8.3,0.9,0.6,3.3,3.1,19.6
106,Adama Sanogo,21,CHI,PF,9,0,66,7.6,14.7,0.519,0,0,NA,7.6,14.7,0.519,0.519,4.4,6.5,0.667,10.4,9.3,19.6,0,0.5,0,2.7,2.7,19.6
107,Darius Garland,24,CLE,PG,57,57,1901,7.1,15.9,0.446,2.5,6.7,0.371,4.6,9.2,0.501,0.524,2.8,3.3,0.834,0.6,2.3,2.9,7.1,1.4,0.1,3.3,1.8,19.5
108,John Collins,26,UTA,PF,68,66,1901,7.5,14.1,0.532,1.6,4.4,0.371,5.9,9.7,0.605,0.59,2.8,3.5,0.795,3,7.9,10.9,1.5,0.8,1.2,1.9,3.6,19.4
109,Daishen Nix,21,MIN,PG,15,0,50,6.5,17.3,0.375,4.3,12.2,0.353,2.2,5,0.429,0.5,2.2,4.3,0.5,0.7,1.4,2.2,4.3,3.6,0,3.6,1.4,19.4
110,Tim Hardaway Jr.,31,DAL,SF,79,12,2120,6.7,16.6,0.402,3.6,10.1,0.353,3.1,6.4,0.478,0.51,2.4,2.9,0.852,0.4,3.9,4.3,2.4,0.7,0.1,1.2,1.8,19.3
