rank,player,age,team,position,games,games_started,mins_played,field_goal,field_goal_atmpts,field_goal_pct,three_pt,three_pt_atmpts,three_pt_pct,two_pt,two_pt_atmpts,two_pt_pct,effective_field_goal_pct,free_throw,free_throw_atmpts,free_throw_pct,rebounds_offensive,rebounds_defensive,rebounds_total,assists,steals,blocks,turnovers,fouls,pts
111,Jaden Hardy,21,DAL,SG,73,7,989,7.1,17.4,0.407,2.9,8.2,0.362,4.1,9.3,0.447,0.492,2.1,2.8,0.776,0.7,4,4.8,4,0.8,0.1,2.3,2.9,19.3
112,Brandon Miller,21,CHO,SF,74,68,2383,7.2,16.4,0.44,2.8,7.4,0.373,4.4,8.9,0.495,0.524,2.2,2.6,0.827,0.9,3.9,4.8,2.6,1,0.6,2,2.8,19.3
113,Dalano Banton,24,2TM,PG,54,9,1047,6.9,17.2,0.404,2,6.8,0.296,4.9,10.3,0.475,0.463,3.2,4.1,0.783,1.4,4.7,6.1,4.4,1.1,0.7,2.6,2.2,19.2
114,Donte DiVincenzo,27,NYK,SG,81,63,2360,6.8,15.3,0.443,4.3,10.8,0.401,2.5,4.6,0.542,0.584,1.3,1.7,0.754,1,3.6,4.5,3.3,1.6,0.5,1.7,2.5,19.2
115,Jaden Ivey,21,DET,SG,77,61,2217,6.8,15.8,0.429,2,6,0.336,4.8,9.8,0.485,0.492,3.7,4.9,0.749,1.4,2.9,4.3,4.8,0.9,0.7,3.1,3.3,19.2
116,De'Andre Hunter,26,ATL,SF,57,37,1681,6.5,14.2,0.459,2.5,6.5,0.385,4,7.7,0.521,0.547,3.6,4.2,0.847,0.7,4.1,4.8,1.9,0.9,0.3,1.8,3.1,19.1
117,Keldon Johnson,24,SAS,SF,69,27,2038,6.9,15.2,0.454,2.2,6.5,0.346,4.7,8.7,0.533,0.527,3.1,3.9,0.792,1.7,5,6.7,3.4,0.9,0.4,1.8,2.6,19.1
118,Norman Powell,30,LAC,SG,76,3,1990,6.7,13.9,0.486,3,6.9,0.435,3.7,6.9,0.536,0.594,2.6,3.1,0.831,0.3,3.2,3.5,1.5,0.8,0.4,1.2,2.5,19.1
119,Eugene Omoruyi,26,WAS,SF,43,0,393,7.4,15.3,0.485,1.2,4.2,0.283,6.2,11.1,0.562,0.524,2.9,4.5,0.653,3.2,4.6,7.8,3.2,2.5,0.5,1.9,5.7,19
120,Michael Porter Jr.,25,DEN,SF,81,81,2565,7.3,15.1,0.484,3.1,7.8,0.397,4.2,7.4,0.575,0.586,1.3,1.5,0.836,1.5,6.4,7.9,1.7,0.6,0.7,1.3,2.1,19
121,Kevin Love,35,MIA,PF,55,5,924,6.2,14,0.44,3.3,9.5,0.344,2.9,4.5,0.643,0.557,3.3,4.2,0.787,2.3,10.9,13.2,4.5,0.7,0.4,1.9,3.8,18.9
122,Nikola Vučević,33,CHI,C,76,74,2610,8.1,16.7,0.484,1.3,4.3,0.294,6.8,12.4,0.55,0.522,1.5,1.8,0.822,2.9,8.2,11,3.5,0.7,0.8,1.7,2.6,18.9
123,Coby White,23,CHI,PG,79,78,2881,6.8,15.1,0.447,2.6,6.9,0.376,4.1,8.2,0.508,0.534,2.7,3.2,0.838,0.5,3.9,4.5,5.1,0.7,0.2,2.1,2.3,18.9
124,Jarrett Allen,25,CLE,C,77,77,2442,7.7,12.1,0.634,0,0.1,0,7.7,12,0.638,0.634,3.4,4.6,0.742,3.6,8.4,12,3.1,0.8,1.2,1.8,2.2,18.7
125,Jonas Valančiūnas,31,NOP,C,82,82,1925,7.5,13.4,0.559,0.7,2.2,0.308,6.8,11.2,0.609,0.585,3,3.8,0.785,3.5,10,13.5,3.2,0.6,1.3,2.1,4.1,18.7
126,Cole Anthony,23,ORL,PG,81,0,1817,6.6,15.1,0.435,1.8,5.4,0.338,4.7,9.7,0.49,0.496,3.6,4.3,0.826,1.3,4.9,6.2,4.7,1.3,0.7,2.5,3.5,18.6
127,Deandre Ayton,25,POR,C,55,55,1784,8.6,15.1,0.57,0,0.2,0.1,8.6,14.9,0.576,0.571,1.3,1.6,0.823,3.6,8.7,12.3,1.8,1.1,0.8,2,2.2,18.6
128,Corey Kispert,24,WAS,SF,80,22,2067,6.7,13.8,0.486,3.2,8.4,0.383,3.5,5.5,0.643,0.602,2,2.7,0.726,0.5,3.4,3.9,2.7,0.7,0.3,1.7,2.5,18.6
129,Scotty Pippen Jr.,23,MEM,PG,21,16,527,6.8,13.9,0.493,2,4.9,0.417,4.8,8.9,0.534,0.567,2.8,3.8,0.745,1.5,3.1,4.6,6.7,2.5,0.7,3.8,4.1,18.5
130,Jordan Nwora,25,2TM,SF,52,1,712,7,15.1,0.462,2.2,6.6,0.336,4.8,8.5,0.56,0.535,2.2,2.7,0.83,1.4,6.1,7.5,3.1,1.3,0.7,2.7,2.4,18.4
131,David Duke Jr.,24,SAS,SG,4,0,51,7.1,12.7,0.556,2.1,4.2,0.5,4.9,8.5,0.583,0.639,2.1,2.1,1,1.4,5.6,7.1,3.5,1.4,0,2.1,2.8,18.4
132,Talen Horton-Tucker,23,UTA,PG,51,11,1009,6.6,16.6,0.396,2.1,6.5,0.33,4.4,10.1,0.438,0.46,3.1,3.9,0.807,0.7,3.6,4.3,6.3,1.6,0.7,2.3,3.4,18.4
133,Evan Mobley,22,CLE,PF,50,50,1532,7.5,13,0.58,0.5,1.4,0.373,7,11.6,0.604,0.6,2.9,4,0.719,2.6,8.4,11,3.8,1.1,1.7,2.1,3.1,18.4
134,Kelly Oubre Jr.,28,PHI,SF,68,52,2055,6.8,15.4,0.441,1.8,5.7,0.311,5,9.7,0.517,0.498,3,4.1,0.75,1.6,4.3,6,1.8,1.3,0.8,1.5,3.4,18.4
135,Brandon Clarke,27,MEM,PF,6,1,134,8.9,15.9,0.559,0.3,1.6,0.167,8.6,14.2,0.604,0.568,0.3,1.9,0.143,3.5,5.1,8.6,2.4,1.3,1.6,0.8,2.1,18.3
136,Zach Collins,26,SAS,C,69,29,1526,7,14.5,0.484,1.4,4.3,0.32,5.7,10.3,0.552,0.531,2.9,3.8,0.753,2.8,5.9,8.7,4.6,0.8,1.2,3.1,4.9,18.3
137,Tobias Harris,31,PHI,PF,70,70,2368,7,14.5,0.487,1.4,3.9,0.353,5.7,10.5,0.537,0.535,2.8,3.2,0.878,1.2,5.7,6.9,3.3,1.1,0.7,1.4,1.7,18.3
138,Keon Johnson,21,BRK,SG,5,0,61,4.7,12.4,0.381,2.4,5.9,0.4,2.4,6.5,0.364,0.476,6.5,7.1,0.917,1.8,2.4,4.1,1.8,1.8,0.6,3,3,18.3
139,Duop Reath,27,POR,C,68,20,1214,6.8,14.8,0.461,2.6,7.3,0.359,4.2,7.5,0.559,0.549,2,2.8,0.742,2.8,4.7,7.4,2,1,1.1,1.5,4.8,18.3
140,Rui Hachimura,25,LAL,PF,68,39,1826,7.2,13.3,0.537,1.9,4.6,0.422,5.2,8.8,0.597,0.609,2,2.6,0.739,1.1,4.7,5.8,1.6,0.8,0.5,0.9,2,18.2
141,Trendon Watford,23,BRK,PF,63,2,856,6.9,13.1,0.527,1.1,2.9,0.397,5.8,10.2,0.564,0.571,3.2,4.1,0.794,2.2,6,8.2,3.4,1,0.8,2.6,4.5,18.2
142,Mamadi Diakite,27,2TM,PF,6,0,24,6,9,0.667,0,1.5,0,6,7.5,0.8,0.667,6,9,0.667,1.5,4.5,6,3,1.5,1.5,1.5,3,18
143,Markquis Nowell,24,TOR,SG,1,0,4,0,9,0,0,0,NA,0,9,0,0,18,18,1,18,0,18,18,9,0,0,0,18
144,Isaiah Wong,23,IND,SG,1,0,4,9,27,0.333,0,9,0,9,18,0.5,0.333,0,0,NA,0,0,0,0,0,0,0,0,18
145,Jules Bernard,24,WAS,SG,19,0,149,7,15.5,0.453,2.7,7,0.379,4.3,8.5,0.514,0.539,1.2,2.2,0.556,2.4,3.9,6.3,3.9,0.7,0.2,1.9,3.4,17.9
146,Isaiah Jackson,22,IND,C,59,3,771,7.2,10.9,0.665,0,0.2,0,7.2,10.7,0.677,0.665,3.4,4.8,0.716,4.4,6.7,11.1,2.3,1.6,2.8,1.8,6.4,17.9
147,Trey Murphy III,23,NOP,SF,57,23,1690,5.9,13.2,0.443,3.6,9.5,0.38,2.3,3.7,0.602,0.579,2.6,3.2,0.815,0.9,5.1,6,2.6,1.1,0.6,0.7,1.5,17.9
148,Austin Reaves,25,LAL,SG,82,57,2629,6.3,12.9,0.486,2.1,5.8,0.367,4.1,7.1,0.583,0.568,3.2,3.7,0.853,0.8,4,4.8,6.2,0.9,0.3,2.4,2.1,17.8
149,Russell Westbrook,35,LAC,PG,68,11,1529,7.1,15.6,0.454,1,3.6,0.273,6.1,12,0.509,0.486,2.6,3.8,0.688,2.2,5.9,8.1,7.2,1.7,0.5,3.4,2.8,17.8
150,Thomas Bryant,26,MIA,C,38,4,441,7,12.2,0.577,0.3,1.8,0.182,6.7,10.4,0.646,0.591,3.3,3.8,0.872,3.3,8.2,11.5,1.9,0.8,1.3,1.7,3.8,17.7
151,Andre Drummond,30,CHI,C,79,10,1351,7.1,12.8,0.556,0,0.1,0,7.1,12.7,0.56,0.556,3.4,5.8,0.592,7.1,11.8,18.9,1,1.9,1.3,2.2,3.7,17.7
152,Josh Giddey,21,OKC,SG,80,80,2011,7.2,15.2,0.475,1.5,4.4,0.337,5.7,10.8,0.53,0.523,1.8,2.2,0.806,2,7.2,9.2,6.9,0.9,0.8,3,2,17.7
153,Scoot Henderson,19,POR,PG,62,32,1765,6.3,16.3,0.385,1.8,5.5,0.325,4.5,10.8,0.416,0.44,3.4,4.2,0.819,1.1,2.9,4,6.9,1,0.3,4.3,4,17.7
154,Deni Avdija,23,WAS,SF,75,75,2257,6.5,12.8,0.506,1.4,3.7,0.374,5.1,9.1,0.56,0.56,3.2,4.4,0.74,1.3,7.3,8.6,4.6,1,0.6,2.6,3,17.6
155,Gary Trent Jr.,25,TOR,SG,71,41,1994,6.5,15.3,0.426,3.2,8.2,0.393,3.3,7.1,0.464,0.531,1.3,1.7,0.771,0.5,2.9,3.4,2.1,1.4,0.2,0.8,1.7,17.6
156,Lindy Waters III,26,OKC,SG,38,0,280,6.3,13.4,0.471,4.8,10.9,0.435,1.5,2.4,0.632,0.649,0.3,0.3,1,0.9,4.2,5.1,3.1,0.6,0.9,0.9,3,17.6
157,Andrew Wiggins,28,GSW,SF,71,59,1920,6.6,14.6,0.453,1.7,4.8,0.358,4.9,9.9,0.498,0.511,2.7,3.5,0.751,2,4,6,2.2,0.8,0.8,1.6,2.8,17.6
158,Jeenathan Williams,24,HOU,SG,22,0,129,7.5,14,0.54,0.6,1.4,0.4,7,12.6,0.556,0.56,2,3.6,0.538,3.3,3.1,6.4,2,1.1,0.3,1.1,2.8,17.6
159,Lamar Stevens,26,2TM,PF,38,3,559,7,15.5,0.45,0.9,3,0.304,6.1,12.5,0.485,0.479,2.7,3.5,0.778,2.3,5.9,8.2,1.8,1.5,1.4,1.5,2.9,17.5
160,Cameron Johnson,27,BRK,PF,58,47,1599,6.2,13.9,0.446,3.1,7.9,0.391,3.1,6,0.519,0.557,1.9,2.5,0.789,1.2,4.4,5.7,3.1,1.1,0.3,1.3,2.4,17.5
161,Caris LeVert,29,CLE,SG,68,10,1958,6.3,15.1,0.421,2,6.1,0.325,4.4,9,0.486,0.487,2.8,3.7,0.766,0.7,4.4,5.1,6.4,1.4,0.6,2.2,2.2,17.5
162,Obi Toppin,25,IND,PF,82,28,1730,6.9,12,0.573,2.1,5.3,0.403,4.8,6.8,0.706,0.661,1.6,2.1,0.77,1.8,4.9,6.7,2.7,1,0.9,1.4,3,17.5
163,Kenneth Lofton Jr.,21,3TM,PF,21,0,199,6.5,14.1,0.462,1.3,4.3,0.292,5.2,9.8,0.537,0.506,3.1,4.7,0.654,2.2,4.7,6.9,6,1.1,0.9,2.5,4.3,17.4
164,Brandon Boston Jr.,22,LAC,SF,32,0,345,6.8,16.8,0.404,1.5,5.4,0.269,5.3,11.4,0.468,0.447,2.4,3.4,0.697,2,3.4,5.4,1.4,1.1,0.8,2.5,4.2,17.4
165,James Harden,34,LAC,PG,72,72,2470,5.1,12,0.428,2.7,7.1,0.381,2.4,4.9,0.497,0.541,4.4,5,0.878,0.5,4.9,5.4,8.9,1.1,0.8,2.7,1.9,17.4
166,Cole Swider,24,MIA,SF,18,0,87,6.2,15.7,0.395,4.1,12.4,0.333,2.1,3.3,0.625,0.526,0.8,0.8,1,0.4,2.5,2.9,2.1,0.4,0.4,3.3,1.7,17.4
167,Keyonte George,20,UTA,PG,75,44,2023,5.7,14.5,0.391,2.6,7.8,0.334,3.1,6.7,0.459,0.482,3.4,4,0.848,0.3,3.5,3.8,5.9,0.6,0.1,3.3,1.6,17.3
168,Shaedon Sharpe,20,POR,SG,32,25,1059,6,14.8,0.406,2,6.1,0.333,3.9,8.6,0.457,0.475,3.3,4,0.824,1.4,4,5.4,3.2,1,0.4,2.4,3,17.3
169,Javonte Green,30,CHI,SF,9,5,230,7,11.7,0.6,1.6,4.2,0.37,5.5,7.5,0.729,0.667,1.6,2,0.769,3.1,7.4,10.5,0.8,1.6,1.3,1.1,3,17.2
170,Trayce Jackson-Davis,23,GSW,PF,68,16,1130,7.4,10.6,0.702,0,0,0,7.4,10.5,0.704,0.702,2.4,4.2,0.561,4.3,6.6,10.9,2.6,0.9,2.4,1.6,3.4,17.2
171,Drew Peterson,24,BOS,PF,3,0,23,6.3,9.4,0.667,4.7,7.8,0.6,1.6,1.6,1,0.917,0,0,NA,0,1.6,1.6,1.6,3.1,0,1.6,1.6,17.2
172,Derrick Rose,35,MEM,PG,24,7,399,6.9,14.9,0.461,1.4,3.7,0.366,5.5,11.2,0.492,0.506,2.2,2.4,0.889,0.6,3.4,4.1,7,0.7,0.2,2.8,1.9,17.2
173,Marcus Smart,29,MEM,PG,20,20,605,6.1,14.1,0.43,2.5,8,0.313,3.6,6.1,0.583,0.519,2.6,3.3,0.768,0.4,2.8,3.2,5.1,2.4,0.3,3.7,3.2,17.2
174,Brandon Williams,24,DAL,PG,17,0,113,6.4,17.2,0.37,1,4.8,0.2,5.4,12.4,0.436,0.398,3.5,5.4,0.647,1.3,2.9,4.1,5.4,0.3,0.3,2.2,1.3,17.2
175,Bol Bol,24,PHO,PF,43,0,469,7.1,11.6,0.616,1.7,4,0.423,5.4,7.6,0.717,0.689,1.2,1.5,0.789,2.5,8.1,10.5,1.3,0.8,1.9,1.5,3.2,17.1
176,Bones Hyland,23,LAC,PG,37,5,540,6.5,16.7,0.386,2.9,9,0.326,3.5,7.7,0.457,0.474,1.2,1.5,0.783,0.3,3.3,3.7,6.2,1.7,0.3,2.9,3.4,17.1
177,Jalen Johnson,22,ATL,SF,56,52,1889,6.8,13.4,0.511,1.4,3.8,0.355,5.5,9.6,0.574,0.562,2,2.8,0.728,1.4,7.9,9.3,3.9,1.3,0.9,1.9,2.5,17.1
178,Mark Williams,22,CHO,C,19,19,508,6.9,10.7,0.649,0,0,NA,6.9,10.7,0.649,0.649,3.3,4.5,0.719,5.4,7.7,13,1.6,1.1,1.4,1.2,3.5,17.1
179,Jalen Duren,20,DET,C,61,60,1777,7.1,11.4,0.619,0,0.1,0,7.1,11.3,0.623,0.619,2.9,3.7,0.79,3.9,10.5,14.4,3,0.7,1,2.6,3.9,17
180,Fred VanVleet,29,HOU,PG,73,73,2684,5.7,13.7,0.416,3,7.9,0.387,2.6,5.8,0.454,0.527,2.6,3.1,0.86,0.4,3.3,3.7,7.9,1.4,0.8,1.7,2.5,17
181,Buddy Hield,31,2TM,SF,84,42,2160,6.2,14.2,0.436,3.6,9.5,0.386,2.5,4.7,0.539,0.565,0.9,1,0.881,1,3.5,4.5,3.9,1.2,0.7,1.7,2.8,16.9
182,Jay Huff,25,DEN,C,20,0,49,6.6,11,0.6,2.2,6.6,0.333,4.4,4.4,1,0.7,1.5,1.5,1,1.5,6.6,8.1,1.5,1.5,2.2,0.7,6.6,16.9
183,Jake LaRavia,22,MEM,PF,35,6,806,5.3,13.5,0.389,2.4,7,0.34,2.9,6.6,0.442,0.477,4,4.9,0.826,2.3,3.4,5.7,2.6,1.3,0.5,2,3.1,16.9
184,Dario Šarić,29,GSW,C,64,9,1098,5.9,12.7,0.466,2.4,6.5,0.376,3.5,6.3,0.56,0.562,2.6,3,0.849,2.4,6.9,9.3,4.7,1,0.3,2.6,3.7,16.9
185,Jalen Suggs,22,ORL,SG,75,75,2025,6,12.7,0.471,2.7,6.8,0.397,3.3,5.8,0.556,0.578,2.1,2.8,0.756,0.9,3.2,4.1,3.6,1.9,0.8,2.3,3.6,16.8
186,Jordan Miller,24,LAC,SF,8,0,28,6.4,11.6,0.556,1.3,2.6,0.5,5.1,9,0.571,0.611,2.6,2.6,1,3.9,2.6,6.4,0,0,0,1.3,2.6,16.7
187,Derrick White,29,BOS,SG,73,73,2381,5.9,12.7,0.461,3,7.5,0.396,2.9,5.2,0.555,0.578,2.1,2.3,0.901,0.8,3.9,4.7,5.7,1.1,1.3,1.7,2.3,16.7
188,Moses Moody,21,GSW,SG,66,9,1156,6,13.1,0.462,2.2,6.2,0.36,3.8,6.9,0.555,0.548,2.3,2.9,0.785,2,4.1,6.1,1.8,1.3,0.7,1.4,2.8,16.6
189,Neemias Queta,24,BOS,C,28,0,333,7.2,11.2,0.644,0,0,NA,7.2,11.2,0.644,0.644,2.2,3,0.714,5.7,7.5,13.2,2.2,1.4,2.3,1.4,5.4,16.6
190,Reggie Jackson,33,DEN,PG,82,23,1817,6.5,15,0.431,2,5.6,0.359,4.4,9.4,0.475,0.499,1.6,1.9,0.806,0.7,2.4,3.1,6.1,0.9,0.3,2.1,3,16.5
191,Duncan Robinson,29,MIA,SF,68,36,1905,5.7,12.8,0.45,3.5,8.9,0.395,2.2,3.8,0.579,0.589,1.5,1.7,0.889,0.3,3,3.3,3.6,0.9,0.3,1.8,3.1,16.5
192,Chris Boucher,31,TOR,PF,50,0,705,5.6,11.1,0.507,1.6,4.8,0.33,4,6.3,0.642,0.578,3.6,4.7,0.772,3.2,7.4,10.6,1.2,0.7,1.2,1.4,3.5,16.4
193,Moussa Diabaté,22,LAC,C,11,0,64,5.6,10.7,0.526,0,0,NA,5.6,10.7,0.526,0.526,5.1,7.9,0.643,8.4,5.1,13.5,2.3,2.8,0.6,1.1,2.3,16.3
194,Jordan Hawkins,21,NOP,SG,67,10,1160,5.4,14.2,0.382,3.4,9.2,0.366,2,4.9,0.411,0.501,2.1,2.5,0.838,0.9,3.7,4.6,2.2,0.6,0.2,1.2,2.2,16.3
195,Sam Merrill,27,CLE,SG,61,1,1069,5.3,13.2,0.402,4.8,11.9,0.404,0.5,1.3,0.385,0.584,0.9,0.9,0.929,0.7,3.3,4,3.6,0.6,0.1,0.6,2.4,16.3
196,Keegan Murray,23,SAC,SF,77,77,2588,6.2,13.6,0.454,2.5,7.1,0.358,3.6,6.5,0.56,0.548,1.4,1.7,0.831,1.5,4.4,5.8,1.8,1.1,0.8,0.9,2.9,16.3
197,Dennis Schröder,30,2TM,PG,80,58,2486,5.8,13.4,0.435,2,5.3,0.375,3.8,8.1,0.474,0.509,2.6,3.1,0.836,0.6,2.9,3.5,7.1,0.9,0.2,2.2,2.4,16.2
198,Taze Moore,25,POR,SG,4,0,40,7.2,17.1,0.421,0.9,6.3,0.143,6.3,10.8,0.583,0.447,0.9,1.8,0.5,3.6,3.6,7.2,4.5,1.8,0,2.7,3.6,16.2
199,Landry Shamet,26,WAS,SG,46,5,726,5.9,13.6,0.431,2.6,7.8,0.338,3.2,5.8,0.556,0.527,1.9,2.3,0.826,0.8,2.3,3.1,2.7,1.2,0.5,1.5,3.8,16.2
200,Day'Ron Sharpe,22,BRK,C,61,1,921,6.6,11.5,0.571,0.2,0.6,0.267,6.4,10.9,0.588,0.578,2.9,4.8,0.61,6.3,8.9,15.2,3.3,0.9,1.7,2.7,5.1,16.2
201,Daniel Gafford,25,2TM,PF,74,66,1815,6.9,9.5,0.725,0,0,NA,6.9,9.5,0.725,0.725,2.3,3.5,0.674,3.9,7.3,11.1,2.3,1.3,3,1.5,4.5,16.1
202,Tari Eason,22,HOU,PF,22,0,480,6.6,14.2,0.466,1.4,3.7,0.36,5.2,10.4,0.504,0.513,1.6,2.5,0.636,3.4,8,11.5,2,2.3,1.4,1.5,3.8,16.1
203,Danilo Gallinari,35,3TM,SF,49,0,630,4.7,10.9,0.437,1.7,5.3,0.323,3,5.5,0.546,0.516,4.8,5.6,0.857,1.1,5,6.2,3.1,0.8,0.3,1.3,2.9,16
204,Cameron Payne,29,2TM,PG,78,10,1304,5.7,13.3,0.432,2.9,7.4,0.39,2.9,5.9,0.486,0.541,1.6,1.8,0.866,0.6,2.7,3.2,5.7,1.2,0.3,1.8,3.5,16
205,Jared Butler,23,WAS,SG,40,0,566,6.2,12.8,0.488,1.5,5,0.308,4.7,7.8,0.602,0.547,2,2.3,0.861,0.6,3.1,3.7,8,1.8,0.5,3.2,3.7,16
206,Clint Capela,29,ATL,C,73,73,1883,6.7,11.8,0.571,0,0,0,6.7,11.8,0.572,0.571,2.5,3.9,0.631,6.4,8.4,14.8,1.7,0.8,2,1.4,3.1,16
207,Aaron Gordon,28,DEN,PF,73,73,2297,6.2,11.2,0.556,0.6,2.2,0.29,5.6,9.1,0.619,0.584,2.8,4.2,0.658,2.7,4.7,7.4,4.1,0.9,0.7,1.6,2.2,15.9
208,Sasha Vezenkov,28,SAC,PF,42,0,511,5.9,13.5,0.44,3.2,8.5,0.375,2.7,5,0.549,0.558,0.8,1.1,0.8,2.1,4.6,6.8,1.3,1.4,0.5,0.8,3,15.9
209,Aaron Wiggins,25,OKC,SG,78,4,1228,6.2,11.1,0.562,1.8,3.7,0.492,4.4,7.4,0.598,0.645,1.6,2.1,0.789,1.8,3.7,5.5,2.5,1.6,0.6,1.6,2.7,15.9
210,Ivica Zubac,26,LAC,C,68,68,1794,6.8,10.4,0.649,0,0,NA,6.8,10.4,0.649,0.649,2.4,3.3,0.723,3.9,8.6,12.6,1.9,0.4,1.7,1.6,3.6,15.9
211,Nate Hinton,24,HOU,SG,15,0,75,5.3,12.5,0.423,3.4,6.7,0.5,1.9,5.8,0.333,0.558,1.9,2.4,0.8,3.4,7.2,10.6,4.8,1.4,1,1.4,5.3,15.8
212,Isaiah Joe,24,OKC,SG,78,1,1445,5.5,12.1,0.458,3.7,8.8,0.416,1.9,3.3,0.568,0.609,1.1,1.3,0.865,0.8,3.7,4.5,2.5,1.1,0.5,1.2,2.2,15.8
213,Aaron Nesmith,24,IND,SF,72,47,1995,5.7,11.5,0.496,2.5,6,0.419,3.2,5.4,0.581,0.606,1.9,2.5,0.781,1.1,3.8,5,1.9,1.2,0.9,1.2,4.3,15.8
214,Craig Porter Jr.,23,CLE,PG,51,6,649,6.4,12.6,0.509,0.7,1.9,0.353,5.8,10.8,0.536,0.535,2.3,3.1,0.732,1.2,4.9,6,6.5,1.2,0.8,2.5,2.2,15.8
215,Luka Šamanić,24,UTA,PF,43,7,404,5.3,14.1,0.38,1.2,5.7,0.203,4.2,8.4,0.5,0.421,3.9,5,0.786,2,7.1,9.1,1.7,0.4,0.6,2.5,2.9,15.8
216,A.J. Lawson,23,DAL,SG,42,0,311,6.3,14,0.446,1.5,5.8,0.26,4.7,8.2,0.577,0.5,1.7,2.7,0.652,1.6,4.2,5.8,2.3,1.2,0.3,1.6,2.5,15.7
217,Malachi Flynn,25,3TM,PG,69,0,876,5.6,13.4,0.418,2.3,6.9,0.331,3.3,6.4,0.513,0.505,2.1,2.9,0.732,0.9,3.8,4.7,5.3,1.6,0.3,2.6,2.7,15.6
218,Kelly Olynyk,32,2TM,C,78,27,1759,5.6,10.2,0.555,1.2,3.2,0.387,4.4,7,0.632,0.616,3.1,3.7,0.833,2.2,6.2,8.4,7.1,1.5,0.6,3.1,4.7,15.6
219,Malaki Branham,20,SAS,PG,75,29,1594,6.1,14.2,0.432,2.1,6.1,0.347,4,8.1,0.494,0.506,1.2,1.4,0.873,0.6,2.7,3.3,3.5,0.6,0.2,2.1,2.1,15.6
220,Jett Howard,20,ORL,SF,18,0,67,5.4,16.1,0.333,3.8,13.4,0.28,1.6,2.7,0.6,0.45,1.1,2.1,0.5,0.5,3.2,3.8,3.2,1.1,1.1,1.6,2.1,15.6
221,Marcus Sasser,23,DET,PG,71,11,1351,5.8,13.6,0.428,2.4,6.4,0.375,3.4,7.2,0.474,0.516,1.5,1.8,0.879,0.3,3,3.3,6.3,1.2,0.3,2.4,2.7,15.6
222,Dāvis Bertāns,31,2TM,PF,43,1,674,4.9,12.5,0.393,4.1,10.7,0.38,0.9,1.8,0.471,0.556,1.6,1.8,0.909,0.5,2.8,3.3,1.9,1.4,0.6,1,3,15.5
