rank,player,age,team,position,games,games_started,mins_played,field_goal,field_goal_atmpts,field_goal_pct,three_pt,three_pt_atmpts,three_pt_pct,two_pt,two_pt_atmpts,two_pt_pct,effective_field_goal_pct,free_throw,free_throw_atmpts,free_throw_pct,rebounds_offensive,rebounds_defensive,rebounds_total,assists,steals,blocks,turnovers,fouls,pts
223,OG Anunoby,26,2TM,SF,50,50,1702,6,12.2,0.489,2.2,5.6,0.382,3.8,6.6,0.581,0.577,1.4,1.9,0.753,1,3.4,4.4,2.3,1.4,0.8,1.7,2.5,15.5
224,Jonathan Isaac,26,ORL,PF,58,2,914,5.8,11.3,0.51,1.7,4.4,0.375,4.1,6.9,0.598,0.584,2.3,3.2,0.72,2.9,7.4,10.2,1.2,1.7,2.8,1.1,2.5,15.5
225,Luke Kennard,27,MEM,SG,39,22,999,5.1,11.4,0.448,3.9,8.6,0.45,1.2,2.8,0.442,0.617,1.4,1.6,0.889,0.4,3.7,4.1,4.9,0.7,0.1,1.9,1.4,15.5
226,Payton Pritchard,26,BOS,PG,82,5,1825,5.9,12.5,0.468,2.9,7.5,0.385,3,5,0.593,0.583,0.9,1.1,0.821,1.4,3.8,5.2,5.5,0.8,0.1,1.2,2.1,15.5
227,Jabari Smith Jr.,20,HOU,PF,76,76,2424,5.6,12.4,0.454,2,5.6,0.363,3.6,6.7,0.53,0.537,2.2,2.7,0.811,2.1,7.1,9.1,1.8,0.8,0.9,1.3,3,15.5
228,Wendell Carter Jr.,24,ORL,C,55,48,1406,5.7,10.9,0.525,1.6,4.4,0.374,4.1,6.5,0.626,0.6,2.4,3.4,0.694,2.9,6.9,9.8,2.4,0.9,0.7,1.7,3.1,15.4
229,Gui Santos,21,GSW,PF,23,0,192,5.2,10.3,0.509,1.9,5.1,0.37,3.4,5.2,0.643,0.6,3,3.2,0.941,3.2,6,9.2,2.6,0.7,0.4,1.3,4.3,15.4
230,Amen Thompson,21,HOU,SF,62,23,1388,6.2,11.6,0.536,0.2,1.5,0.138,6,10.1,0.595,0.545,2.7,4,0.684,3.8,6.8,10.6,4.2,2,1,2.3,3.7,15.4
231,Simone Fontecchio,28,2TM,SF,66,43,1644,5.5,12,0.46,2.9,7.3,0.401,2.6,4.7,0.551,0.582,1.2,1.4,0.818,1.4,4,5.4,2.2,1,0.5,1.5,2.4,15.2
232,P.J. Washington,25,2TM,PF,73,45,2221,5.7,13.1,0.436,2.1,6.7,0.32,3.6,6.5,0.558,0.518,1.6,2.4,0.683,1.4,5.3,6.7,2.3,1.2,1,1.6,2.7,15.2
233,Sandro Mamukelashvili,24,SAS,C,46,5,451,5.8,12.4,0.471,1.5,5.1,0.297,4.3,7.3,0.593,0.532,2,2.7,0.735,3.6,8.1,11.7,3.9,0.6,1,1.5,2.8,15.2
234,Miles McBride,23,NYK,PG,68,14,1328,5.6,12.3,0.452,3,7.2,0.41,2.6,5.1,0.511,0.572,1.2,1.4,0.86,0.8,1.9,2.7,3.1,1.4,0.2,0.8,2.9,15.2
235,Isaiah Thomas,34,PHO,PG,6,0,19,5.7,18.9,0.3,3.8,7.6,0.5,1.9,11.4,0.167,0.4,0,0,NA,0,0,0,5.7,0,0,0,0,15.2
236,Harrison Barnes,31,SAC,PF,82,82,2381,5.2,11.1,0.474,2.3,5.8,0.387,3,5.2,0.571,0.576,2.4,3,0.801,1,2.8,3.8,1.5,0.8,0.2,0.9,1.5,15.1
237,Saddiq Bey,24,ATL,SF,63,51,2062,5.1,12.2,0.416,2,6.3,0.316,3.1,5.9,0.522,0.497,3,3.5,0.837,2.9,4.3,7.2,1.6,0.9,0.2,0.9,1.5,15.1
238,Kevin Huerter,25,SAC,SG,64,59,1562,5.7,12.9,0.443,2.8,7.9,0.361,2.9,5,0.571,0.553,0.8,1.1,0.766,0.9,4.3,5.2,3.8,1,0.5,1.2,3.1,15.1
239,Jaime Jaquez Jr.,22,MIA,SF,75,20,2113,5.8,11.9,0.489,1.1,3.4,0.322,4.7,8.4,0.558,0.536,2.4,3,0.811,1.4,3.5,4.9,3.3,1.3,0.3,1.9,2.8,15.1
240,Georges Niang,30,CLE,PF,82,10,1831,5.6,12.4,0.449,2.9,7.8,0.376,2.7,4.6,0.572,0.567,1,1.2,0.85,0.4,5,5.5,1.9,0.6,0.4,1.4,3.8,15.1
241,Jakob Poeltl,28,TOR,C,50,50,1319,6.8,10.3,0.656,0,0,NA,6.8,10.3,0.656,0.656,1.6,2.9,0.551,4,7.7,11.7,3.5,1,2.1,2.1,4.1,15.1
242,Ayo Dosunmu,24,CHI,SG,76,37,2212,5.9,11.7,0.501,1.9,4.8,0.403,3.9,6.9,0.568,0.583,1.4,1.7,0.81,0.9,2.6,3.5,3.9,1.1,0.6,1.7,2.7,15
243,Lester Quiñones,23,GSW,SG,37,0,394,5.1,12.9,0.397,2.9,8,0.364,2.2,4.8,0.453,0.511,1.8,2.6,0.69,1.9,4.7,6.6,3.3,0.5,0.2,1.6,4,15
244,Julian Strawther,21,DEN,SF,50,0,545,5.4,14.7,0.369,2.7,9.1,0.297,2.7,5.5,0.488,0.462,1.5,2,0.71,0.3,3.7,4,3.1,1.1,0.5,1.5,3.6,15
245,Hunter Tyson,23,DEN,PF,18,0,48,6,15,0.4,3,10.5,0.286,3,4.5,0.667,0.5,0,0,NA,0.7,6,6.8,1.5,0.7,0,1.5,7.5,15
246,Kobe Bufkin,20,ATL,SG,17,0,196,6.2,16.9,0.37,1.7,7.3,0.225,4.6,9.6,0.481,0.418,0.7,1.5,0.5,1.1,5,6.1,5,1.3,0.9,1.8,3.7,14.9
247,Bruno Fernando,25,ATL,C,45,2,682,5.8,9.9,0.583,0,0.2,0,5.8,9.7,0.596,0.583,3.4,5.1,0.667,3.1,7.1,10.2,2.4,1.3,1.5,2.3,5.6,14.9
248,Brice Sensabaugh,20,UTA,SF,32,11,584,5.2,13.4,0.39,2.1,7.1,0.296,3.1,6.3,0.495,0.468,2.3,2.5,0.902,1,5.3,6.3,3.4,0.8,0.4,2.9,2.7,14.9
249,Nick Smith Jr.,19,CHO,SG,51,0,729,5.6,14.3,0.391,3.1,7.2,0.432,2.5,7.1,0.35,0.5,0.6,0.7,0.867,0.9,2.7,3.6,2.9,0.5,0.3,1.9,2.7,14.9
250,Stanley Umude,24,DET,SG,24,2,307,4.3,9.9,0.44,2.8,6.2,0.453,1.5,3.6,0.419,0.583,3.4,3.8,0.906,0.9,5,6,1.3,0.9,0.8,1.6,4.7,14.9
251,Dillon Brooks,28,HOU,SF,72,72,2227,5.3,12.4,0.428,2.1,6,0.359,3.2,6.4,0.492,0.515,2,2.4,0.844,0.9,3.1,4,1.9,1,0.2,1.4,3.9,14.8
252,JD Davison,21,BOS,SG,8,0,39,4.6,11.1,0.417,2.8,6.5,0.429,1.8,4.6,0.4,0.542,2.8,3.7,0.75,1.8,7.4,9.2,9.2,0.9,0.9,1.8,3.7,14.8
253,A.J. Green,24,MIL,SG,56,0,614,4.9,11.5,0.423,4,9.9,0.408,0.8,1.6,0.519,0.599,1,1.1,0.895,0.5,3.2,3.8,1.8,0.5,0.2,0.7,2.9,14.8
254,Brook Lopez,35,MIL,C,79,79,2411,5.5,11.3,0.485,2.2,6,0.366,3.3,5.2,0.621,0.583,1.6,2,0.821,1.7,4.4,6.1,1.9,0.6,2.8,1.2,2.9,14.8
255,De'Anthony Melton,25,PHI,SG,38,33,1023,4.9,12.7,0.386,2.7,7.5,0.36,2.2,5.1,0.425,0.493,2.3,2.8,0.835,1,4,5,4,2.1,0.6,1.4,3,14.8
256,Rudy Gobert,31,MIN,C,76,76,2593,5.6,8.5,0.661,0,0,0,5.6,8.5,0.664,0.661,3.5,5.4,0.638,4,9.7,13.6,1.4,0.7,2.2,1.6,3.3,14.7
257,Sam Hauser,26,BOS,SF,79,13,1741,5.1,11.5,0.446,4.1,9.6,0.424,1.1,1.9,0.559,0.623,0.4,0.4,0.895,0.9,4.8,5.7,1.7,0.8,0.5,0.7,2,14.7
258,Tyus Jones,27,WAS,PG,66,66,1933,6.1,12.4,0.489,2,4.8,0.414,4.1,7.6,0.537,0.569,0.6,0.7,0.8,0.4,3,3.3,9,1.3,0.3,1.2,0.9,14.7
259,James Wiseman,22,DET,C,63,6,1091,6.2,10.1,0.613,0,0.1,0,6.2,10,0.617,0.613,2.4,3.4,0.706,3.6,7.5,11.1,1.8,0.4,1.3,2.2,4.7,14.7
260,Omer Yurtseven,25,UTA,C,48,12,545,6.5,12.2,0.538,0.3,1.6,0.208,6.2,10.6,0.588,0.552,1.3,1.8,0.679,4.8,9,13.7,1.9,0.5,1.2,2.4,3.4,14.7
261,Santi Aldama,23,MEM,PF,61,35,1618,5.5,12.6,0.435,2.4,6.8,0.349,3.1,5.9,0.534,0.528,1.2,1.9,0.621,1.6,6.2,7.8,3.1,1,1.2,1.5,2,14.6
262,Buddy Boeheim,24,DET,SF,10,0,84,3.9,12.4,0.31,3.4,10.7,0.32,0.4,1.7,0.25,0.448,3.4,4.3,0.8,1.3,3,4.3,1.3,0,0.4,0,2.1,14.6
263,Colin Castleton,23,LAL,C,16,0,59,5.5,9.8,0.563,0,0,NA,5.5,9.8,0.563,0.563,3.7,3.7,1,3.7,3.7,7.3,1.8,1.2,0,1.8,6.7,14.6
264,Anthony Gill,31,WAS,PF,50,3,466,5.8,12.4,0.469,0.8,3.2,0.244,5,9.2,0.546,0.5,2.2,2.8,0.806,2.9,4.4,7.3,2.6,1,0.8,1.8,3.7,14.6
265,Aaron Holiday,27,HOU,PG,78,1,1269,5.3,11.8,0.446,2.4,6.2,0.387,2.9,5.7,0.51,0.547,1.6,1.8,0.921,0.7,2.8,3.5,4,1.2,0.2,1.5,3.5,14.6
266,Ziaire Williams,22,MEM,SF,51,15,1038,5.2,13.1,0.397,2,6.6,0.307,3.2,6.6,0.487,0.474,2.2,2.6,0.827,1.2,5,6.2,2.6,1.2,0.3,2.3,2.9,14.6
267,Gordon Hayward,33,2TM,SF,51,28,1245,5.4,11.7,0.464,1.1,2.6,0.411,4.3,9.1,0.479,0.51,2.6,3.5,0.742,1.1,4.1,5.2,4.6,1.2,0.4,1.9,1.9,14.5
268,Grayson Allen,28,PHO,SG,75,74,2513,4.9,9.8,0.499,2.9,6.4,0.461,1.9,3.4,0.57,0.649,1.8,2.1,0.878,0.7,3.5,4.2,3.3,1,0.6,1.4,2.2,14.5
269,Armoni Brooks,25,BRK,PG,10,0,104,5.2,15.9,0.326,3.8,11.1,0.344,1.4,4.8,0.286,0.446,0.3,0.7,0.5,2.4,3.8,6.2,1.7,0.3,0.3,1,1,14.5
270,Gradey Dick,20,TOR,SG,60,17,1268,5.4,12.6,0.425,2.5,6.8,0.365,2.9,5.8,0.495,0.524,1.2,1.4,0.863,0.8,3,3.7,1.9,1,0.1,1.4,2.5,14.5
271,Hamidou Diallo,25,WAS,SG,2,0,5,7.2,14.4,0.5,0,0,NA,7.2,14.4,0.5,0.5,0,0,NA,14.4,0,14.4,7.2,14.4,0,7.2,7.2,14.4
272,Jusuf Nurkić,29,PHO,C,76,76,2078,5.5,10.9,0.51,0.4,1.6,0.244,5.2,9.3,0.555,0.528,2.9,4.5,0.64,3.9,10.6,14.5,5.2,1.4,1.4,3,4.4,14.4
273,Onyeka Okongwu,23,ATL,C,55,8,1405,5.7,9.4,0.611,0.6,1.8,0.333,5.1,7.6,0.676,0.642,2.4,3,0.793,3.7,5.9,9.6,1.9,0.7,1.5,1.2,4.2,14.4
274,Dylan Windler,27,3TM,SF,17,0,108,5,10,0.5,4.3,9,0.481,0.7,1,0.667,0.717,0,0,NA,1,4.3,5.3,3.3,0.7,0,0.7,2,14.3
275,Nic Claxton,24,BRK,C,71,71,2116,6.2,9.9,0.629,0,0.1,0.2,6.2,9.8,0.633,0.63,1.8,3.3,0.551,3.3,8.7,12,2.5,0.8,2.5,1.6,3,14.3
276,Mike Conley,36,MIN,PG,76,76,2193,4.8,10.6,0.457,2.9,6.6,0.442,1.9,3.9,0.481,0.595,1.7,1.8,0.911,0.6,3,3.6,7.4,1.4,0.3,1.7,2.1,14.3
277,Damian Jones,28,CLE,C,39,0,270,5.7,9.6,0.597,0.4,1.9,0.214,5.3,7.7,0.69,0.618,2.4,2.8,0.857,2.7,5.6,8.3,2,0.9,1.7,1.7,3.6,14.3
278,Kevin Knox,24,DET,SF,31,11,560,5.5,12,0.462,2,6,0.33,3.5,5.9,0.598,0.546,1.3,1.4,0.909,1.2,3.7,4.8,1.5,0.8,0.5,1.4,3.2,14.3
279,Christian Wood,28,LAL,PF,50,1,872,5.1,10.9,0.466,1.4,4.7,0.307,3.6,6.2,0.587,0.532,2.7,3.9,0.702,1.6,8.9,10.5,2,0.7,1.4,2.1,3,14.3
280,Dante Exum,28,DAL,PG,55,17,1088,5.3,10,0.533,1.8,3.6,0.491,3.6,6.4,0.557,0.621,1.8,2.3,0.779,0.8,4.1,4.9,5.2,0.7,0.2,1.6,2.8,14.2
281,Eric Gordon,35,PHO,SG,68,24,1893,5.2,11.8,0.443,2.9,7.5,0.378,2.4,4.2,0.561,0.565,1,1.2,0.797,0.3,2,2.3,2.6,1.3,0.6,1.4,1.5,14.2
282,Mãozinha Pereira,23,MEM,SF,7,1,122,5.3,10.3,0.514,1.5,3.8,0.385,3.8,6.5,0.591,0.586,2.1,3,0.7,3.2,7.7,10.9,0.6,1.8,1.2,1.5,3,14.2
283,Nikola Jović,20,MIA,PF,46,38,896,5.1,11.3,0.452,2.6,6.5,0.399,2.5,4.7,0.525,0.568,1.3,1.9,0.702,1,6.7,7.7,3.6,1,0.6,1.7,3.3,14.1
284,Svi Mykhailiuk,26,BOS,SF,41,2,413,5,11.9,0.416,3.7,9.4,0.389,1.3,2.5,0.517,0.569,0.5,0.8,0.667,1,3.5,4.4,3.1,1,0.1,1,1.7,14.1
285,Jeremy Sochan,20,SAS,PF,74,73,2193,5.6,12.7,0.438,1.1,3.7,0.308,4.4,9,0.492,0.483,1.8,2.4,0.771,2.2,5.6,7.8,4.1,1,0.7,2.3,2.8,14.1
286,Bruce Brown,27,2TM,SG,67,44,1866,5.4,11.2,0.478,1,3.2,0.323,4.3,8.1,0.538,0.523,2.3,2.7,0.824,1,4.5,5.5,3.7,1.1,0.3,1.7,2.9,14
287,Doug McDermott,32,2TM,SF,64,0,904,4.9,11.3,0.433,3.7,9.1,0.41,1.2,2.2,0.527,0.599,0.4,0.8,0.579,0.4,2,2.3,2.8,0.6,0.1,1.1,2.5,14
288,Jeff Green,37,HOU,PF,78,6,1307,4.6,10.1,0.456,1.5,4.4,0.331,3.1,5.7,0.553,0.529,3.4,4.1,0.819,1.3,3.6,4.9,1.9,0.4,0.9,1.3,2.8,14
289,Jahmi'us Ramsey,22,TOR,SG,7,1,121,5.4,12.2,0.439,1.8,6.5,0.273,3.6,5.7,0.632,0.512,1.5,1.8,0.833,1.2,5.4,6.5,2.4,2.1,0,2.1,3,14
290,Matt Ryan,26,NOP,SF,28,1,390,4.5,10.4,0.434,3.8,8.4,0.451,0.7,2,0.364,0.615,1.2,1.3,0.929,0.6,3.1,3.7,1.7,0.6,0.1,1.8,3,14
291,Chimezie Metu,26,2TM,C,51,12,859,5.2,10.2,0.504,1.2,3.9,0.298,4,6.3,0.633,0.561,2.4,2.7,0.906,1.7,6.4,8.1,1.9,1.8,0.7,2.2,3,13.9
292,Tre Mann,22,2TM,PG,41,28,987,5.3,11.5,0.459,1.7,4.6,0.373,3.6,6.9,0.516,0.533,1.6,2.2,0.763,0.7,4.7,5.4,6,1.9,0.1,2.4,1.8,13.9
293,Marcus Morris,34,2TM,PF,49,7,817,5.1,11.6,0.439,2.1,5.2,0.403,3,6.4,0.469,0.53,1.6,1.9,0.818,1,4.9,5.9,1.6,0.7,0.6,1.3,3.3,13.9
294,Jose Alvarado,25,NOP,PG,56,0,1028,5,12.1,0.412,2.7,7.2,0.377,2.2,4.8,0.464,0.525,1.2,1.8,0.673,0.9,3.6,4.5,4.1,2.1,0.5,1.4,3.1,13.9
295,Collin Gillespie,24,DEN,PG,24,0,225,5.1,11,0.464,2.4,6.1,0.395,2.7,5,0.548,0.572,1.3,1.9,0.667,0.2,3.2,3.4,4.3,2.1,0,2.2,3.8,13.9
296,Johnny Juzang,22,UTA,SG,20,5,372,4.9,10.6,0.464,3.1,7.5,0.416,1.8,3.2,0.576,0.609,1,1.4,0.714,0.7,2.8,3.5,2.2,0.4,0.2,1.3,2.8,13.9
297,Cedi Osman,28,SAS,SF,72,3,1269,5.2,10.9,0.479,2.4,6.3,0.389,2.8,4.6,0.601,0.591,1,1.5,0.673,0.7,4.4,5.1,3.4,1,0.3,1.3,3,13.9
298,Josh Richardson,30,MIA,SG,43,6,1103,5,11.3,0.444,2.2,6.2,0.347,2.9,5.1,0.561,0.539,1.7,1.8,0.944,0.6,3.4,3.9,3.4,0.8,0.5,1.2,2.5,13.9
299,Luguentz Dort,24,OKC,SF,79,79,2246,4.6,10.5,0.438,2.5,6.3,0.394,2.1,4.2,0.506,0.557,2.1,2.5,0.826,1.2,3.4,4.6,1.8,1.2,0.8,1.2,3.7,13.8
300,Saben Lee,24,PHO,PG,24,0,185,3.9,10.7,0.364,0.4,3.1,0.125,3.5,7.6,0.462,0.382,5.6,7.6,0.744,1.8,4.3,6,5.8,1.4,0.6,1.6,2.5,13.8
301,Jerome Robinson,26,GSW,SG,22,0,81,4.9,14.7,0.333,0.9,7.6,0.118,4,7.1,0.563,0.364,3.1,4.9,0.636,0.4,2.2,2.7,2.2,0.4,1.3,0.9,2.2,13.8
302,Evan Fournier,31,2TM,SG,32,0,580,4.9,13.7,0.357,2,8.1,0.254,2.9,5.6,0.505,0.432,1.8,2.2,0.806,0.3,3.3,3.6,3,1.8,0.4,1.3,3,13.7
303,Malik Beasley,27,MIL,SG,79,77,2337,4.9,11.1,0.443,3.5,8.3,0.413,1.5,2.8,0.533,0.598,0.4,0.5,0.714,0.6,3.8,4.5,1.7,0.9,0.1,0.8,2.4,13.7
304,Javon Freeman-Liberty,24,TOR,PG,22,6,403,4.9,11.1,0.444,0.9,3.8,0.238,4,7.3,0.549,0.484,2.9,3.2,0.917,1.4,4.8,6.3,3.6,0.9,0.4,2.2,2.5,13.7
305,Jrue Holiday,33,BOS,PG,69,69,2263,5.3,11,0.48,2.2,5.1,0.429,3.1,5.8,0.526,0.581,1,1.1,0.833,1.3,4.6,5.9,5.3,1,0.8,2,1.7,13.7
306,Max Strus,27,CLE,SF,70,70,2239,4.9,11.7,0.418,2.7,7.7,0.351,2.2,4,0.546,0.533,1.2,1.6,0.794,1.1,4.4,5.4,4.6,1,0.5,1.8,2.7,13.7
307,Jaylen Nowell,24,2TM,SG,13,1,214,5.7,13.1,0.436,1,4.9,0.207,4.7,8.2,0.571,0.474,1.2,1.5,0.778,1,3,4,3.2,0.7,0.3,1.2,2.5,13.6
308,Justin Champagnie,22,WAS,SF,15,1,235,4.9,11.9,0.41,2,6.9,0.289,2.9,5.1,0.576,0.494,1.8,2.3,0.8,2.9,5.2,8.1,2.9,1.5,1.4,1.5,2.1,13.6
309,Paul Reed,24,PHI,C,82,24,1590,5.9,10.9,0.54,0.5,1.3,0.368,5.4,9.6,0.563,0.561,1.4,1.9,0.718,4.4,6.7,11,2.5,1.5,1.9,1.5,4.5,13.6
310,Alex Fudge,20,2TM,SF,6,0,40,5.4,13.5,0.4,0.9,4.5,0.2,4.5,9,0.5,0.433,1.8,1.8,1,3.6,0.9,4.5,0,2.7,0,1.8,1.8,13.5
311,Greg Brown III,22,DAL,PF,6,0,40,4.5,9.9,0.455,0.9,2.7,0.333,3.6,7.2,0.5,0.5,3.6,8.1,0.444,2.7,5.4,8.1,3.6,0,3.6,3.6,4.5,13.5
312,Moses Brown,24,POR,C,22,5,200,5.9,11.7,0.508,0,0,NA,5.9,11.7,0.508,0.508,1.6,5.6,0.29,6.7,8.8,15.5,1.3,0.9,1.3,2,4.9,13.5
313,Jamal Cain,24,MIA,PF,26,1,259,4.7,11,0.43,1.5,4.3,0.355,3.2,6.7,0.479,0.5,2.5,3.2,0.783,2.1,3.1,5.1,1.4,1.4,0.7,1.1,3.1,13.5
314,Jabari Walker,21,POR,SF,72,23,1700,5,10.8,0.46,0.9,2.9,0.295,4.1,7.8,0.522,0.5,2.7,3.6,0.754,3.2,7.6,10.8,1.5,0.9,0.5,1.4,3.7,13.5
315,Ish Wainright,29,2TM,SF,11,0,62,4.1,13.9,0.292,4.1,11.6,0.35,0,2.3,0,0.438,1.2,1.2,1,1.7,6.4,8.1,0.6,2.3,0.6,1.2,4.6,13.4
316,Shake Milton,27,3TM,SG,48,0,581,4.9,12.1,0.405,1.1,4,0.281,3.8,8.1,0.466,0.451,2.5,3,0.816,0.9,3.8,4.6,3.7,1.2,0.4,1.9,3.3,13.4
317,Dereck Lively II,19,DAL,C,55,42,1294,6.1,8.2,0.747,0,0.1,0,6.1,8.2,0.752,0.747,1.1,2.3,0.506,3.8,6.8,10.5,1.7,1,2.1,1.4,4,13.4
318,Grant Williams,25,2TM,PF,76,43,2130,4.7,10.2,0.456,2.1,5.7,0.375,2.5,4.5,0.558,0.56,1.8,2.4,0.757,1.5,3.9,5.4,2.9,0.7,0.7,1.8,3.8,13.3
319,Spencer Dinwiddie,30,2TM,PG,76,52,2152,4.2,10.7,0.392,2.1,6.2,0.337,2.1,4.6,0.467,0.489,2.8,3.5,0.805,0.5,2.9,3.4,6,0.9,0.4,1.5,2.3,13.3
320,Daniel Theis,31,2TM,C,60,3,1015,5.5,10.4,0.532,0.9,2.5,0.366,4.6,7.9,0.586,0.577,1.3,1.8,0.76,3,5.6,8.7,2.2,0.7,1.8,1.5,4.5,13.3
321,Markelle Fultz,25,ORL,PG,43,18,910,6.1,12.9,0.472,0.2,0.7,0.222,5.9,12.2,0.487,0.479,0.9,1.3,0.697,2.2,3.2,5.5,4.7,1.7,0.6,2,2.6,13.3
322,Derrick Jones Jr.,26,DAL,SF,76,66,1783,4.8,10,0.483,1.7,4.8,0.343,3.2,5.2,0.613,0.566,2,2.7,0.713,1.7,3.4,5,1.5,1.1,1,1.3,2.4,13.3
323,Naji Marshall,26,NOP,SF,66,1,1257,4.9,10.5,0.463,1.7,4.3,0.387,3.2,6.2,0.516,0.542,1.9,2.5,0.791,1.5,5.4,6.9,3.7,1.4,0.3,1.9,2.6,13.3
324,Andrew Nembhard,24,IND,PG,68,47,1697,5.5,11.1,0.498,1.3,3.6,0.357,4.2,7.4,0.567,0.557,1,1.2,0.804,0.8,2.2,3,5.9,1.3,0.1,2.1,3,13.3
325,Nick Richards,26,CHO,C,67,51,1759,5.3,7.7,0.691,0,0,0,5.3,7.7,0.693,0.691,2.7,3.7,0.737,3.5,7.5,11,1.1,0.5,1.5,1.5,3.6,13.3
326,Seth Curry,33,2TM,SG,44,4,616,4.7,11.9,0.392,2.2,6.3,0.352,2.5,5.6,0.438,0.485,1.6,1.8,0.903,1.1,2.9,4,2.6,1.3,0.4,1.2,2.3,13.2
327,Jeff Dowtin,26,PHI,PG,12,0,142,5.1,9.1,0.556,2.3,4.8,0.474,2.8,4.3,0.647,0.681,0.8,1,0.75,0.8,4.3,5.1,6.8,1.8,0.3,1.3,0.3,13.2
328,Henri Drell,23,CHI,SF,4,0,30,4.8,12,0.4,2.4,7.2,0.333,2.4,4.8,0.5,0.5,1.2,2.4,0.5,1.2,3.6,4.8,4.8,2.4,1.2,2.4,7.2,13.2
329,Braxton Key,26,DEN,SF,20,0,60,4.2,10.2,0.412,1.2,3,0.4,3,7.2,0.417,0.471,3.6,4.8,0.75,1.8,9,10.8,5.4,1.2,0.6,0.6,3,13.2
330,Patrick Williams,22,CHI,PF,43,30,1174,4.9,11,0.443,1.8,4.5,0.399,3.1,6.5,0.474,0.525,1.6,2,0.788,1.4,3.7,5.1,2,1.2,1,1.7,2.7,13.2
331,Christian Braun,22,DEN,SG,82,4,1655,4.8,10.5,0.46,1.4,3.6,0.384,3.5,6.9,0.498,0.525,2,2.9,0.694,1.7,4.9,6.7,2.9,0.9,0.8,1.2,3,13.1
332,Ousmane Dieng,20,OKC,PF,33,0,365,4.8,11.4,0.422,2.1,6.9,0.3,2.8,4.5,0.609,0.513,1.4,1.6,0.875,1,4,5,3.6,0.8,0.5,1.9,2.2,13.1
333,Devonte' Graham,28,SAS,PG,23,0,313,4.4,12.4,0.352,2.9,9.5,0.301,1.5,2.9,0.52,0.468,1.5,1.8,0.813,0.6,3.6,4.1,5.6,1,0.2,2,1.6,13.1
334,Caleb Martin,28,MIA,SF,64,23,1756,4.9,11.5,0.431,1.7,4.8,0.349,3.3,6.7,0.489,0.504,1.6,2,0.778,1.5,4.2,5.8,2.9,1,0.6,1.6,2.6,13.1
335,Vince Williams Jr.,23,MEM,SG,52,33,1436,4.2,9.5,0.446,2,5.2,0.378,2.3,4.3,0.529,0.55,2.6,3.3,0.8,1.5,5.8,7.3,4.4,1.2,0.9,2.3,3.4,13.1
